"term","frequency","density","occurrence"
"advantages",2,3.00562051035436e-05,0.002
"advent",2,3.00562051035436e-05,0.002
"adventure",2,3.00562051035436e-05,0.002
"adversity",3,4.50843076553154e-05,0.002
"advertise",10,0.000150281025517718,0.01
"advertised",4,6.01124102070873e-05,0.004
"advertisement",12,0.000180337230621262,0.012
"advertisers",12,0.000180337230621262,0.012
"advertising",49,0.000736377025036819,0.03
"advice",6,9.01686153106309e-05,0.006
"advicer",4,6.01124102070873e-05,0.002
"advised",14,0.000210393435724805,0.012
"adviser",6,9.01686153106309e-05,0.006
"advises",2,3.00562051035436e-05,0.002
"ãèfhk",4,6.01124102070873e-05,0.002
"afb",2,3.00562051035436e-05,0.002
"affairs",11,0.00016530912806949,0.004
"affidavit",2,3.00562051035436e-05,0.002
"affiliates",2,3.00562051035436e-05,0.002
"affluent",2,3.00562051035436e-05,0.002
"affordable",2,3.00562051035436e-05,0.002
"africa",13,0.000195365333173034,0.008
"african",15,0.000225421538276577,0.008
"africanamerican",9,0.000135252922965946,0.002
"africanamericans",6,9.01686153106309e-05,0.002
"age",53,0.000796489435243906,0.02
"agence",3,4.50843076553154e-05,0.002
"agencies",9,0.000135252922965946,0.008
"agency",6,9.01686153106309e-05,0.006
"agent",23,0.000345646358690752,0.016
"agentfonttd",3,4.50843076553154e-05,0.002
"agents",27,0.000405758768897839,0.022
"ages",5,7.51405127588591e-05,0.004
"aggression",2,3.00562051035436e-05,0.002
"aghast",2,3.00562051035436e-05,0.002
"aging",17,0.000255477743380121,0.014
"agitated",2,3.00562051035436e-05,0.002
"ago",2,3.00562051035436e-05,0.002
"agreed",2,3.00562051035436e-05,0.002
"agreement",7,0.000105196717862403,0.002
"agricultural",2,3.00562051035436e-05,0.002
"àîâ",3,4.50843076553154e-05,0.002
"àîå¾î",3,4.50843076553154e-05,0.002
"àîçø",2,3.00562051035436e-05,0.002
"aides",2,3.00562051035436e-05,0.002
"aigs",2,3.00562051035436e-05,0.002
"aim",2,3.00562051035436e-05,0.002
"air",4,6.01124102070873e-05,0.002
"aircraft",2,3.00562051035436e-05,0.002
"airfield",3,4.50843076553154e-05,0.002
"airline",2,3.00562051035436e-05,0.002
"airport",13,0.000195365333173034,0.002
"airportbr",6,9.01686153106309e-05,0.002
"aka",4,6.01124102070873e-05,0.004
"alab",2,3.00562051035436e-05,0.002
"alabi",2,3.00562051035436e-05,0.002
"albizzia",2,3.00562051035436e-05,0.002
"alcohol",2,3.00562051035436e-05,0.002
"alert",2,3.00562051035436e-05,0.002
"alertplease",3,4.50843076553154e-05,0.002
"alhaji",6,9.01686153106309e-05,0.004
"align",2,3.00562051035436e-05,0.002
"alignabsmiddle",12,0.000180337230621262,0.002
"aligncenter",158,0.00237444020317995,0.064
"aligncentera",5,7.51405127588591e-05,0.004
"aligncenterb",3,4.50843076553154e-05,0.002
"aligncenterbfont",20,0.000300562051035436,0.014
"aligncenterbifont",2,3.00562051035436e-05,0.002
"aligncenterbspan",4,6.01124102070873e-05,0.002
"aligncenterdiv",4,6.01124102070873e-05,0.004
"aligncenterfont",87,0.00130744492200415,0.048
"aligncenternbspdiv",2,3.00562051035436e-05,0.002
"aligncenternbspfor",2,3.00562051035436e-05,0.002
"aligncenternbspp",16,0.000240449640828349,0.01
"aligncentersmallfont",2,3.00562051035436e-05,0.002
"aligncenterspan",21,0.000315590153587208,0.006
"alignd",2,3.00562051035436e-05,0.002
"aligndcenter",274,0.00411770009918548,0.1
"aligndcentera",2,3.00562051035436e-05,0.002
"aligndcenterbfont",48,0.000721348922485047,0.026
"aligndcenterbspan",4,6.01124102070873e-05,0.004
"aligndcenterfont",128,0.00192359712662679,0.062
"aligndcenterifont",2,3.00562051035436e-05,0.002
"aligndcenterimg",33,0.00049592738420847,0.018
"aligndcenterispan",2,3.00562051035436e-05,0.002
"aligndcenternbspp",20,0.000300562051035436,0.008
"aligndcenterspan",6,9.01686153106309e-05,0.006
"aligndcentertrth",2,3.00562051035436e-05,0.002
"aligndjustifyfont",15,0.000225421538276577,0.002
"aligndleft",4,6.01124102070873e-05,0.004
"aligndleftbfont",2,3.00562051035436e-05,0.002
"aligndleftfont",5,7.51405127588591e-05,0.004
"aligndmiddle",2,3.00562051035436e-05,0.002
"aligndmiddlefont",11,0.00016530912806949,0.008
"aligndright",45,0.000676264614829732,0.014
"aligndrightbfont",76,0.00114213579393466,0.03
"aligndrightfont",79,0.00118722010158997,0.03
"aligndrightimg",24,0.000360674461242524,0.008
"aligndrightnbsptd",14,0.000210393435724805,0.014
"alignjustify",2,3.00562051035436e-05,0.002
"alignjustifyfont",20,0.000300562051035436,0.006
"alignjustifyli",3,4.50843076553154e-05,0.002
"alignjustifystrongfont",11,0.00016530912806949,0.002
"alignleft",90,0.00135252922965946,0.028
"alignlefta",2,3.00562051035436e-05,0.002
"alignleftbfont",2,3.00562051035436e-05,0.002
"alignleftfont",38,0.000571067896967329,0.014
"alignleftnbspp",6,9.01686153106309e-05,0.006
"alignleftspanfont",2,3.00562051035436e-05,0.002
"alignmiddle",42,0.000631180307174416,0.012
"alignmiddlefont",3,4.50843076553154e-05,0.002
"alignright",25,0.000375702563794295,0.014
"alleged",4,6.01124102070873e-05,0.002
"alliance",6,9.01686153106309e-05,0.004
"allnum",5,7.51405127588591e-05,0.002
"allocated",2,3.00562051035436e-05,0.002
"allocation",2,3.00562051035436e-05,0.002
"allodial",4,6.01124102070873e-05,0.002
"allodium",2,3.00562051035436e-05,0.002
"allow",6,9.01686153106309e-05,0.006
"allows",2,3.00562051035436e-05,0.002
"allvalid",6,9.01686153106309e-05,0.002
"alt",63,0.000946770460761624,0.014
"altatdtr",4,6.01124102070873e-05,0.002
"altclick",6,9.01686153106309e-05,0.002
"altcms",2,3.00562051035436e-05,0.002
"altd",16,0.000240449640828349,0.008
"altdbenefitsdiv",3,4.50843076553154e-05,0.002
"altdbetter",5,7.51405127588591e-05,0.002
"altdconcepttd",3,4.50843076553154e-05,0.002
"altddiversified",2,3.00562051035436e-05,0.002
"altdhigh",2,3.00562051035436e-05,0.002
"altdits",3,4.50843076553154e-05,0.002
"altdmarkettd",3,4.50843076553154e-05,0.002
"altdnational",2,3.00562051035436e-05,0.002
"altdour",2,3.00562051035436e-05,0.002
"altdpocket",2,3.00562051035436e-05,0.002
"altdprulife",2,3.00562051035436e-05,0.002
"altdsave",3,4.50843076553154e-05,0.002
"altdzapp",2,3.00562051035436e-05,0.002
"altebony",14,0.000210393435724805,0.002
"alter",10,0.000150281025517718,0.01
"alternative",4,6.01124102070873e-05,0.004
"alternatives",5,7.51405127588591e-05,0.002
"altpoliceauctionscomatd",3,4.50843076553154e-05,0.002
"altt",2,3.00562051035436e-05,0.002
"alttd",39,0.000586095999519101,0.004
"amalgamated",2,3.00562051035436e-05,0.002
"amateur",2,3.00562051035436e-05,0.002
"amateurs",3,4.50843076553154e-05,0.002
"amazing",4,6.01124102070873e-05,0.004
"ambiance",2,3.00562051035436e-05,0.002
"ambition",4,6.01124102070873e-05,0.004
"amended",2,3.00562051035436e-05,0.002
"america",30,0.000450843076553154,0.014
"american",36,0.000541011691863785,0.018
"americans",10,0.000150281025517718,0.004
"amex",2,3.00562051035436e-05,0.002
"amid",2,3.00562051035436e-05,0.002
"ammunitions",2,3.00562051035436e-05,0.002
"amount",27,0.000405758768897839,0.024
"amountfontbtd",3,4.50843076553154e-05,0.002
"amounts",10,0.000150281025517718,0.01
"amp",49,0.000736377025036819,0.04
"amsterdam",4,6.01124102070873e-05,0.002
"analysis",6,9.01686153106309e-05,0.002
"analyzes",2,3.00562051035436e-05,0.002
"ancestral",8,0.000120224820414175,0.002
"andor",2,3.00562051035436e-05,0.002
"andy",2,3.00562051035436e-05,0.002
"angeles",2,3.00562051035436e-05,0.002
"angelica",2,3.00562051035436e-05,0.002
"animals",2,3.00562051035436e-05,0.002
"annexation",2,3.00562051035436e-05,0.002
"annexed",2,3.00562051035436e-05,0.002
"announcement",2,3.00562051035436e-05,0.002
"announcements",6,9.01686153106309e-05,0.002
"annuaire",4,6.01124102070873e-05,0.004
"annual",4,6.01124102070873e-05,0.004
"annualization",2,3.00562051035436e-05,0.002
"annually",2,3.00562051035436e-05,0.002
"annuities",5,7.51405127588591e-05,0.004
"annuitization",2,3.00562051035436e-05,0.002
"annuity",38,0.000571067896967329,0.016
"answer",12,0.000180337230621262,0.01
"answers",4,6.01124102070873e-05,0.004
"answeruscom",4,6.01124102070873e-05,0.002
"antivirus",10,0.000150281025517718,0.01
"anxiety",4,6.01124102070873e-05,0.002
"anymore",3,4.50843076553154e-05,0.002
"àöâ",9,0.000135252922965946,0.002
"àöàç",2,3.00562051035436e-05,0.002
"àöàé",2,3.00562051035436e-05,0.002
"àöù",4,6.01124102070873e-05,0.002
"apartmentsinput",10,0.000150281025517718,0.002
"aphrodisia",13,0.000195365333173034,0.002
"apologize",2,3.00562051035436e-05,0.002
"apology",4,6.01124102070873e-05,0.002
"apparently",2,3.00562051035436e-05,0.002
"appeal",5,7.51405127588591e-05,0.004
"appeals",2,3.00562051035436e-05,0.002
"appear",6,9.01686153106309e-05,0.004
"appears",7,0.000105196717862403,0.006
"appetite",3,4.50843076553154e-05,0.002
"applicable",4,6.01124102070873e-05,0.004
"application",25,0.000375702563794295,0.018
"applications",2,3.00562051035436e-05,0.002
"applicationsa",2,3.00562051035436e-05,0.002
"applicationswith",2,3.00562051035436e-05,0.002
"apply",38,0.000571067896967329,0.016
"appointment",2,3.00562051035436e-05,0.002
"appologise",2,3.00562051035436e-05,0.002
"appraisal",2,3.00562051035436e-05,0.002
"appreciation",2,3.00562051035436e-05,0.002
"approach",4,6.01124102070873e-05,0.004
"appropriate",4,6.01124102070873e-05,0.004
"approved",4,6.01124102070873e-05,0.004
"approx",4,6.01124102070873e-05,0.002
"approximately",2,3.00562051035436e-05,0.002
"aqueous",15,0.000225421538276577,0.002
"arabia",2,3.00562051035436e-05,0.002
"archipelago",5,7.51405127588591e-05,0.002
"arespan",2,3.00562051035436e-05,0.002
"arial",391,0.00587598809774278,0.08
"ariala",2,3.00562051035436e-05,0.002
"arialb",2,3.00562051035436e-05,0.002
"arialfont",3,4.50843076553154e-05,0.002
"arialhelveticasansserif",11,0.00016530912806949,0.002
"arialthe",3,4.50843076553154e-05,0.002
"arialthis",2,3.00562051035436e-05,0.002
"arialverdanahelveticalifont",2,3.00562051035436e-05,0.002
"armed",5,7.51405127588591e-05,0.002
"arms",2,3.00562051035436e-05,0.002
"army",3,4.50843076553154e-05,0.002
"arrangement",2,3.00562051035436e-05,0.002
"arrest",4,6.01124102070873e-05,0.004
"arrested",2,3.00562051035436e-05,0.002
"arrival",2,3.00562051035436e-05,0.002
"arrived",10,0.000150281025517718,0.006
"arrivedbr",2,3.00562051035436e-05,0.002
"arrogance",2,3.00562051035436e-05,0.002
"arsafont",2,3.00562051035436e-05,0.002
"arterial",2,3.00562051035436e-05,0.002
"artery",4,6.01124102070873e-05,0.004
"article",14,0.000210393435724805,0.002
"articles",10,0.000150281025517718,0.004
"asia",2,3.00562051035436e-05,0.002
"ass",14,0.000210393435724805,0.002
"áß¼µµ",2,3.00562051035436e-05,0.002
"assassinated",2,3.00562051035436e-05,0.002
"asserted",2,3.00562051035436e-05,0.002
"asserting",4,6.01124102070873e-05,0.002
"assertions",3,4.50843076553154e-05,0.002
"assessment",2,3.00562051035436e-05,0.002
"asset",2,3.00562051035436e-05,0.002
"assets",4,6.01124102070873e-05,0.002
"assigned",2,3.00562051035436e-05,0.002
"assist",28,0.000420786871449611,0.022
"assistance",29,0.000435814974001383,0.024
"assistant",6,9.01686153106309e-05,0.006
"associates",9,0.000135252922965946,0.008
"association",10,0.000150281025517718,0.004
"assume",13,0.000195365333173034,0.012
"assumes",2,3.00562051035436e-05,0.002
"assuming",2,3.00562051035436e-05,0.002
"assumptions",2,3.00562051035436e-05,0.002
"assurance",8,0.000120224820414175,0.004
"assurances",6,9.01686153106309e-05,0.004
"assured",2,3.00562051035436e-05,0.002
"asylum",2,3.00562051035436e-05,0.002
"atd",2,3.00562051035436e-05,0.002
"atlanta",3,4.50843076553154e-05,0.002
"atoll",70,0.00105196717862403,0.002
"atolls",20,0.000300562051035436,0.002
"atomicdot",4,6.01124102070873e-05,0.004
"atrocities",2,3.00562051035436e-05,0.002
"attack",4,6.01124102070873e-05,0.004
"attacks",4,6.01124102070873e-05,0.004
"attained",5,7.51405127588591e-05,0.002
"attempt",7,0.000105196717862403,0.004
"attempts",3,4.50843076553154e-05,0.002
"attend",4,6.01124102070873e-05,0.004
"attention",10,0.000150281025517718,0.008
"attic",2,3.00562051035436e-05,0.002
"attitude",2,3.00562051035436e-05,0.002
"attitudes",4,6.01124102070873e-05,0.002
"attorney",20,0.000300562051035436,0.008
"attract",2,3.00562051035436e-05,0.002
"auction",19,0.000285533948483664,0.008
"auctions",4,6.01124102070873e-05,0.002
"audio",6,9.01686153106309e-05,0.006
"aug",2,3.00562051035436e-05,0.002
"august",2,3.00562051035436e-05,0.002
"aunts",2,3.00562051035436e-05,0.002
"aus",6,9.01686153106309e-05,0.004
"ausgabe",2,3.00562051035436e-05,0.002
"australia",5,7.51405127588591e-05,0.002
"author",10,0.000150281025517718,0.002
"authorities",2,3.00562051035436e-05,0.002
"authority",13,0.000195365333173034,0.004
"auto",12,0.000180337230621262,0.012
"automatically",2,3.00562051035436e-05,0.002
"automatiquement",4,6.01124102070873e-05,0.004
"aux",16,0.000240449640828349,0.004
"àúýáõàì",2,3.00562051035436e-05,0.002
"available",58,0.000871629948002765,0.05
"availablefontfontb",6,9.01686153106309e-05,0.006
"avec",8,0.000120224820414175,0.004
"average",21,0.000315590153587208,0.006
"avez",4,6.01124102070873e-05,0.004
"avoid",8,0.000120224820414175,0.008
"award",5,7.51405127588591e-05,0.004
"awarded",6,9.01686153106309e-05,0.006
"aware",9,0.000135252922965946,0.004
"baby",2,3.00562051035436e-05,0.002
"backffffff",2,3.00562051035436e-05,0.002
"background",11,0.00016530912806949,0.006
"backgroundattachment",17,0.000255477743380121,0.002
"backgroundcolor",20,0.000300562051035436,0.004
"backgrounddhttpiiqusimagesvbilsagif",6,9.01686153106309e-05,0.004
"backgroundhttpwwwahamembershipcomassocimagesredverticalgif",2,3.00562051035436e-05,0.002
"backgroundhttpwwwterraespersonalbigmacimagesmailerrcgif",2,3.00562051035436e-05,0.002
"backgroundhttpwwwterraespersonaliopimagesmailerrcgif",2,3.00562051035436e-05,0.002
"backgroundposition",17,0.000255477743380121,0.002
"backgroundrepeat",17,0.000255477743380121,0.002
"backovic",4,6.01124102070873e-05,0.004
"backpack",4,6.01124102070873e-05,0.004
"backup",12,0.000180337230621262,0.01
"backward",3,4.50843076553154e-05,0.002
"bad",3,4.50843076553154e-05,0.002
"bag",10,0.000150281025517718,0.006
"bagent",6,9.01686153106309e-05,0.004
"bailout",4,6.01124102070873e-05,0.002
"bailoutbr",2,3.00562051035436e-05,0.002
"bakar",4,6.01124102070873e-05,0.002
"balance",2,3.00562051035436e-05,0.002
"baltimore",2,3.00562051035436e-05,0.002
"bandwidth",2,3.00562051035436e-05,0.002
"bang",2,3.00562051035436e-05,0.002
"bank",44,0.00066123651227796,0.028
"banking",2,3.00562051035436e-05,0.002
"banks",8,0.000120224820414175,0.006
"bark",2,3.00562051035436e-05,0.002
"barrier",3,4.50843076553154e-05,0.002
"barrister",12,0.000180337230621262,0.01
"barry",3,4.50843076553154e-05,0.002
"bas",4,6.01124102070873e-05,0.004
"base",16,0.000240449640828349,0.008
"based",41,0.000616152204622644,0.022
"basic",4,6.01124102070873e-05,0.004
"basis",6,9.01686153106309e-05,0.004
"bassey",8,0.000120224820414175,0.002
"bata",4,6.01124102070873e-05,0.004
"bâtiments",4,6.01124102070873e-05,0.004
"bbra",4,6.01124102070873e-05,0.004
"bcenterdescriptionb",6,9.01686153106309e-05,0.004
"bear",2,3.00562051035436e-05,0.002
"beat",5,7.51405127588591e-05,0.004
"bedtime",2,3.00562051035436e-05,0.002
"begin",6,9.01686153106309e-05,0.006
"beginning",2,3.00562051035436e-05,0.002
"behalf",10,0.000150281025517718,0.002
"behavior",9,0.000135252922965946,0.006
"belief",2,3.00562051035436e-05,0.002
"believe",40,0.000601124102070873,0.03
"bello",2,3.00562051035436e-05,0.002
"beloved",3,4.50843076553154e-05,0.002
"belowop",2,3.00562051035436e-05,0.002
"beneficiary",12,0.000180337230621262,0.012
"bénéficie",4,6.01124102070873e-05,0.004
"benefit",27,0.000405758768897839,0.02
"benefits",9,0.000135252922965946,0.006
"benefitting",2,3.00562051035436e-05,0.002
"berry",2,3.00562051035436e-05,0.002
"besoins",6,9.01686153106309e-05,0.004
"bet",3,4.50843076553154e-05,0.002
"beyond",4,6.01124102070873e-05,0.004
"bfmanaknib",6,9.01686153106309e-05,0.006
"bfont",130,0.00195365333173034,0.066
"bfonta",2,3.00562051035436e-05,0.002
"bfontbr",2,3.00562051035436e-05,0.002
"bfontfont",8,0.000120224820414175,0.008
"bfontp",2,3.00562051035436e-05,0.002
"bfonttd",4,6.01124102070873e-05,0.004
"bfree",8,0.000120224820414175,0.008
"bfreeb",6,9.01686153106309e-05,0.006
"bga",4,6.01124102070873e-05,0.002
"bgawjb",6,9.01686153106309e-05,0.006
"bgcolor",25,0.000375702563794295,0.02
"bgcolorb",9,0.000135252922965946,0.002
"bgcolorcc",10,0.000150281025517718,0.002
"bgcolorccimg",6,9.01686153106309e-05,0.002
"bgcolord",63,0.000946770460761624,0.044
"bgcolordarkbluefont",4,6.01124102070873e-05,0.004
"bgcolordarkred",3,4.50843076553154e-05,0.002
"bgcolordcc",28,0.000420786871449611,0.008
"bgcolordcccc",3,4.50843076553154e-05,0.002
"bgcolordcccccc",37,0.000556039794415557,0.036
"bgcolordccccibfont",4,6.01124102070873e-05,0.002
"bgcolordccffff",4,6.01124102070873e-05,0.002
"bgcolordcfab",18,0.000270505845931893,0.004
"bgcolorddd",4,6.01124102070873e-05,0.004
"bgcolordddnbsptd",16,0.000240449640828349,0.004
"bgcolordfafaf",10,0.000150281025517718,0.01
"bgcolordfd",6,9.01686153106309e-05,0.004
"bgcolordff",5,7.51405127588591e-05,0.002
"bgcolordffff",20,0.000300562051035436,0.014
"bgcolordffffcc",4,6.01124102070873e-05,0.004
"bgcolordffffff",116,0.00174325989600553,0.076
"bgcolordimg",4,6.01124102070873e-05,0.002
"bgcolordyellow",6,9.01686153106309e-05,0.004
"bgcoloreb",9,0.000135252922965946,0.002
"bgcoloreeeeee",4,6.01124102070873e-05,0.004
"bgcolorefefda",2,3.00562051035436e-05,0.002
"bgcolorfe",3,4.50843076553154e-05,0.002
"bgcolorffcc",12,0.000180337230621262,0.012
"bgcolorffccimg",12,0.000180337230621262,0.012
"bgcolorffff",6,9.01686153106309e-05,0.004
"bgcolorffffcc",3,4.50843076553154e-05,0.002
"bgcolorffffe",2,3.00562051035436e-05,0.002
"bgcolorffffff",73,0.00109705148627934,0.024
"bgcolorffffffa",2,3.00562051035436e-05,0.002
"bgcolorffffffimg",4,6.01124102070873e-05,0.004
"bgcolorpalegoldenrodfont",4,6.01124102070873e-05,0.004
"bgcolorredfont",4,6.01124102070873e-05,0.004
"bgcolorwhite",4,6.01124102070873e-05,0.002
"bgcolorwhitetable",2,3.00562051035436e-05,0.002
"bget",6,9.01686153106309e-05,0.006
"bid",2,3.00562051035436e-05,0.002
"biggest",2,3.00562051035436e-05,0.002
"biglar",3,4.50843076553154e-05,0.002
"bij",3,4.50843076553154e-05,0.002
"bike",4,6.01124102070873e-05,0.004
"bill",11,0.00016530912806949,0.01
"billed",4,6.01124102070873e-05,0.004
"billing",2,3.00562051035436e-05,0.002
"billion",9,0.000135252922965946,0.006
"bills",24,0.000360674461242524,0.02
"binbspclientibbr",6,9.01686153106309e-05,0.004
"bit",18,0.000270505845931893,0.018
"biweekly",2,3.00562051035436e-05,0.002
"biz",13,0.000195365333173034,0.012
"black",83,0.00124733251179706,0.014
"blacklifontfont",2,3.00562051035436e-05,0.002
"blackspan",2,3.00562051035436e-05,0.002
"blaircom",2,3.00562051035436e-05,0.002
"blatant",4,6.01124102070873e-05,0.002
"blockquote",8,0.000120224820414175,0.008
"blockquotebfont",30,0.000450843076553154,0.006
"blockquotefont",237,0.00356166030476992,0.006
"blood",4,6.01124102070873e-05,0.004
"blue",33,0.00049592738420847,0.006
"blvd",4,6.01124102070873e-05,0.002
"bmjzcdsmbmjzcdsmbmjzcdsmbmjzcdsmbmjzcdsmbmjzcdsmbmjzcdsmbmjzcdsmbmjzcdsmbmjz",2,3.00562051035436e-05,0.002
"boasts",2,3.00562051035436e-05,0.002
"body",324,0.00486910522677407,0.298
"boissons",4,6.01124102070873e-05,0.004
"bold",11,0.00016530912806949,0.008
"bonus",34,0.000510955486760242,0.022
"bonusa",2,3.00562051035436e-05,0.002
"bonuses",10,0.000150281025517718,0.008
"bonusfor",2,3.00562051035436e-05,0.002
"book",14,0.000210393435724805,0.012
"books",4,6.01124102070873e-05,0.002
"border",377,0.00566559466201797,0.118
"bordera",13,0.000195365333173034,0.006
"borderaa",3,4.50843076553154e-05,0.002
"borderaptd",3,4.50843076553154e-05,0.002
"borderatd",69,0.00103693907607226,0.026
"borderatdtda",4,6.01124102070873e-05,0.004
"borderatdtr",9,0.000135252922965946,0.006
"borderbottom",19,0.000285533948483664,0.002
"borderbra",6,9.01686153106309e-05,0.004
"borderbrimg",2,3.00562051035436e-05,0.002
"bordercolor",23,0.000345646358690752,0.022
"bordercolorb",2,3.00562051035436e-05,0.002
"bordercolord",65,0.000976826665865168,0.046
"bordercolordarkcc",2,3.00562051035436e-05,0.002
"bordercolordarkd",2,3.00562051035436e-05,0.002
"bordercolordccccff",2,3.00562051035436e-05,0.002
"bordercolordffff",4,6.01124102070873e-05,0.004
"bordercolordffffff",30,0.000450843076553154,0.022
"bordercolorffa",2,3.00562051035436e-05,0.002
"bordercolorffff",2,3.00562051035436e-05,0.002
"bordercolorffffff",5,7.51405127588591e-05,0.004
"bordercolorlight",2,3.00562051035436e-05,0.002
"borderd",434,0.00652219650746897,0.144
"borderdatd",4,6.01124102070873e-05,0.002
"borderdatdtr",5,7.51405127588591e-05,0.002
"borderdath",4,6.01124102070873e-05,0.002
"borderdimg",2,3.00562051035436e-05,0.002
"borderdp",11,0.00016530912806949,0.006
"borderdtd",16,0.000240449640828349,0.004
"borderfontafonttd",48,0.000721348922485047,0.006
"borderimg",2,3.00562051035436e-05,0.002
"borderleft",19,0.000285533948483664,0.002
"bordertbodytrtd",8,0.000120224820414175,0.002
"bordertd",61,0.000916714255658081,0.01
"bordertdtr",12,0.000180337230621262,0.012
"bordertop",19,0.000285533948483664,0.002
"born",2,3.00562051035436e-05,0.002
"boss",2,3.00562051035436e-05,0.002
"botanical",26,0.000390730666346067,0.002
"botanicals",5,7.51405127588591e-05,0.002
"botdgeneratedscript",2,3.00562051035436e-05,0.002
"botdvalidation",4,6.01124102070873e-05,0.004
"bottle",14,0.000210393435724805,0.006
"bottles",4,6.01124102070873e-05,0.004
"bottom",11,0.00016530912806949,0.006
"bought",2,3.00562051035436e-05,0.002
"boundaries",6,9.01686153106309e-05,0.002
"boundary",6,9.01686153106309e-05,0.004
"boundaryidzopjiwztvbinvvzq",2,3.00562051035436e-05,0.002
"boundaryofdocument",6,9.01686153106309e-05,0.004
"box",38,0.000571067896967329,0.02
"boxes",4,6.01124102070873e-05,0.002
"boy",10,0.000150281025517718,0.004
"br    ",6,9.01686153106309e-05,0.002
"bramco",2,3.00562051035436e-05,0.002
"branch",2,3.00562051035436e-05,0.002
"brand",2,3.00562051035436e-05,0.002
"brandnew",4,6.01124102070873e-05,0.002
"brbfont",9,0.000135252922965946,0.002
"brbimg",6,9.01686153106309e-05,0.002
"brbr",37,0.000556039794415557,0.022
"brbra",12,0.000180337230621262,0.002
"brbrbrbr",14,0.000210393435724805,0.006
