"Package","User","Installed"
"cumSeg",1,1
"curvetest",1,1
"cusp",1,0
"CvM2SL1Test",1,1
"CvM2SL2Test",1,0
"CVThresh",1,1
"cwhmisc",1,1
"cxxPack",1,0
"cyclones",1,1
"DAAG",1,1
"DAAGbio",1,1
"DAAGxtras",1,1
"dae",1,1
"dafs",1,1
"dagR",1,1
"Daim",1,0
"DAKS",1,1
"DAMisc",1,1
"data.table",1,1
"DatABEL",1,1
"dataframes2xls",1,1
"datamap",1,1
"date",1,1
"Davies",1,1
"DBI",1,1
"dblcens",1,1
"dcemri",1,1
"dcemriS4",1,0
"DCGL",1,1
"dclone",1,1
"DCluster",1,1
"ddesolve",1,0
"DDHFm",1,1
"ddst",1,1
"deal",1,1
"debug",1,0
"decon",1,1
"Deducer",1,1
"DeducerExtras",1,1
"DeducerPlugInExample",1,1
"Defaults",1,1
"degenes",1,1
"degreenet",1,1
"deldir",1,1
"delftfews",1,1
"delt",1,1
"DEMEtics",1,1
"demography",1,0
"denpro",1,1
"denstrip",1,1
"DEoptim",1,1
"Depela",1,1
"depmix",1,0
"depmixS4",1,1
"depth",1,1
"descr",1,1
"DescribeDisplay",1,0
"Design",1,1
"DesignPatterns",1,1
"desirability",1,1
"desire",1,0
"deSolve",1,0
"Devore5",1,1
"Devore6",1,1
"Devore7",1,1
"dglm",1,1
"DiagnosisMed",1,1
"diagram",1,1
"diamonds",1,1
"dice",1,1
"DiceDesign",1,1
"DiceEval",1,1
"DiceKriging",1,1
"DiceOptim",1,1
"dichromat",1,1
"dicionariosIBGE",1,0
"DierckxSpline",1,1
"diffractometry",1,0
"diffusionMap",1,1
"difR",1,1
"digeR",1,1
"digest",1,1
"digitize",1,0
"diptest",1,1
"dirmult",1,1
"diseasemapping",1,1
"dismo",1,0
"dispmod",1,1
"distory",1,1
"distr",1,1
"distrDoc",1,1
"distrEllipse",1,1
"distrEx",1,0
"distributions",1,0
"DistributionUtils",1,1
"distrMod",1,0
"distrSim",1,1
"distrTeach",1,1
"distrTEst",1,1
"divagis",1,0
"diveMove",1,0
"DiversitySampler",1,1
"dlm",1,1
"dlmap",1,1
"dlnm",1,1
"doBy",1,1
"DoE.base",1,0
"DoE.wrapper",1,1
"doMC",1,1
"doMPI",1,1
"doRedis",1,1
"DoseFinding",1,0
"DOSim",1,1
"doSNOW",1,1
"dplR",1,1
"dpmixsim",1,1
"DPpackage",1,1
"dr",1,1
"drc",1,0
"drfit",1,0
"DRI",1,1
"drm",1,0
"dse",1,1
"dse1",1,1
"dse2",1,1
"DSpat",1,1
"DTDA",1,1
"dti",1,0
"DTK",1,1
"dtt",1,1
"dtw",1,0
"dummies",1,1
"dvfBm",1,1
"dyad",1,1
"dyn",1,1
"dynamicGraph",1,1
"dynamicTreeCut",1,1
"dynamo",1,1
"dynaTree",1,1
"dynCorr",1,0
"dynGraph",1,1
"dynlm",1,1
"e1071",1,1
"earth",1,1
"eba",1,1
"EbayesThresh",1,1
"ebdbNet",1,1
"Ecdat",1,0
"ecespa",1,1
"eco",1,0
"ecodist",1,1
"ecolMod",1,0
"ecoreg",1,1
"edci",1,1
"EDR",1,1
"edrGraphicalTools",1,1
"edtdbg",1,1
"EffectiveDose",1,0
"effects",1,0
"egonet",1,1
"eha",1,1
"eigenmodel",1,1
"eiPack",1,1
"el.convex",1,1
"elasticnet",1,0
"elec",1,1
"ElectroGraph",1,1
"ElemStatLearn",1,0
"ellipse",1,1
"elliptic",1,1
"elrm",1,1
"EMC",1,0
"EMCC",1,1
"EMD",1,0
"emdbook",1,1
"EMJumpDiffusion",1,1
"emme2",1,1
"emoa",1,1
"emplik",1,1
"emplik2",1,1
"EMT",1,1
"emu",1,1
"emulator",1,1
"endogMNP",1,1
"energy",1,1
"EngrExpt",1,1
"EnQuireR",1,1
"ensembleBMA",1,1
"entropy",1,1
"envelope",1,1
"Epi",1,0
"epibasix",1,1
"epicalc",1,0
"epinet",1,1
"epiR",1,1
"epitools",1,0
"epsi",1,1
"EQL",1,1
"eqtl",1,0
"equate",1,0
"EquiNorm",1,1
"equivalence",1,1
"ergm",1,1
"eRm",1,0
"esd4all",1,0
"estout",1,1
"ETC",1,1
"etm",1,1
"EvalEst",1,1
"evaluate",1,1
"evd",1,1
"evdbayes",1,1
"eVenn",1,1
"EVER",1,1
"evir",1,1
"exact2x2",1,0
"exactci",1,1
"exactLoglinTest",1,1
"exactmaxsel",1,0
"exactRankTests",1,1
"exams",1,1
"ExPD2D",1,1
"expectreg",1,1
"experiment",1,1
"expert",1,1
"expm",1,0
"expsmooth",1,0
"extracat",1,1
"extRemes",1,1
"extremevalues",1,1
"ez",1,0
"FactoClass",1,1
"FactoMineR",1,1
"Fahrmeir",1,1
"FAiR",1,1
"fame",1,0
"FAMT",1,1
"far",1,1
"faraway",1,1
"fArma",1,1
"farmR",1,1
"fAsianOptions",1,1
"fAssets",1,1
"fast",1,1
"fastICA",1,1
"favir",1,1
"fBasics",1,1
"fbati",1,1
"FBN",1,1
"fBonds",1,1
"fCalendar",1,0
"fCertificates",1,1
"fCopulae",1,1
"FD",1,1
"fda",1,1
"fdim",1,1
"fdrtool",1,1
"fds",1,0
"fdth",1,1
"feature",1,1
"fechner",1,1
"fEcofin",1,0
"FEST",1,1
"fExoticOptions",1,1
"fExtremes",1,1
"ff",1,1
"ffmanova",1,1
"fftw",1,1
"fgac",1,1
"fGarch",1,1
"FGN",1,1
"fgui",1,0
"fields",1,1
"FieldSim",1,0
"filehash",1,1
"filehashSQLite",1,1
"fImport",1,0
"financial",1,1
"fingerprint",1,1
"FinTS",1,1
"fisheyeR",1,1
"fishmethods",1,1
"fit4NM",1,1
"FitAR",1,1
"FitARMA",1,0
"fitdistrplus",1,1
"FITSio",1,1
"FKF",1,1
"flashClust",1,0
"flexclust",1,1
"flexCrossHaz",1,1
"flexmix",1,0
"flsa",1,0
"flubase",1,1
"Flury",1,1
"fma",1,1
"FME",1,0
"fmri",1,0
"fmsb",1,1
"fMultivar",1,1
"FNN",1,1
"fNonlinear",1,1
"foba",1,1
"fOptions",1,1
"foreach",1,1
"forecast",1,1
"foreign",1,0
"forensic",1,1
"forensim",1,1
"fork",1,0
"formatR",1,1
"Formula",1,0
"formula.tools",1,1
"fortunes",1,1
"forward",1,1
"fossil",1,1
"fpc",1,1
"fpca",1,0
"fPortfolio",1,1
"fpow",1,0
"fptdApprox",1,1
"fracdiff",1,1
"FracSim",1,1
"fractal",1,1
"fractalrock",1,0
"frailtypack",1,0
"FRB",1,1
"frbf",1,1
"fRegression",1,1
"freqMAP",1,0
"FrF2",1,1
"FrF2.catlg128",1,0
"frontier",1,0
"FSelector",1,1
"fSeries",1,0
"fso",1,0
"FTICRMS",1,0
"ftnonpar",1,1
"fTrading",1,1
"fts",1,1
"ftsa",1,1
"FunCluster",1,1
"FunctSNP",1,1
"fUnitRoots",1,1
"FunNet",1,1
"futile",1,1
"futile.any",1,1
"futile.logger",1,1
"futile.matrix",1,1
"futile.options",1,1
"futile.paradigm",1,1
"fUtilities",1,1
"fuzzyFDR",1,1
"fuzzyOP",1,1
"fuzzyRankTests",1,1
"fwdmsa",1,1
"fxregime",1,0
"g.data",1,0
"G1DBN",1,1
"gafit",1,1
"gam",1,0
"gamair",1,1
"GAMBoost",1,0
"GAMens",1,1
"gamesNws",1,1
"gamlss",1,0
"gamlss.add",1,1
"gamlss.cens",1,1
"gamlss.data",1,0
"gamlss.demo",1,0
"gamlss.dist",1,0
"gamlss.mx",1,1
"gamlss.nl",1,1
"gamlss.tr",1,1
"gamlss.util",1,1
"gamm4",1,1
"gap",1,0
"gaussDiff",1,0
"gausspred",1,0
"gbev",1,1
"gbm",1,1
"gbs",1,1
"gcExplorer",1,1
"gclus",1,0
"gcmrec",1,1
"gcolor",1,1
"gdata",1,1
"GDD",1,0
"gee",1,1
"geepack",1,1
"geiger",1,1
"GenABEL",1,1
"genalg",1,0
"gene2pathway",1,1
"geneARMA",1,1
"Geneclust",1,1
"GeneCycle",1,0
"GeneF",1,1
"genefu",1,1
"Geneland",1,1
"geneListPie",1,1
"GeneNet",1,1
"GeneralizedHyperbolic",1,0
"GeneReg",1,1
"genetics",1,1
"GenKern",1,0
"genomatic",1,1
"genoPlotR",1,1
"geofd",1,0
"GEOmap",1,1
"geomapdata",1,0
"geometry",1,1
"geonames",1,1
"geophys",1,1
"geoR",1,1
"geoRglm",1,1
"geosphere",1,1
"GeoXp",1,1
"geozoo",1,1
"getopt",1,0
"GEVcdn",1,1
"GExMap",1,1
"GGally",1,1
"ggm",1,1
"GGMselect",1,1
"ggplot2",1,1
"ghyp",1,1
"gibbs.met",1,0
"GillespieSSA",1,1
"giRaph",1,0
"glasso",1,1
"gld",1,1
"GLDEX",1,1
"gllm",1,1
"glmdm",1,1
"glmmAK",1,1
"GLMMarp",1,1
"glmmBUGS",1,1
"glmmML",1,1
"glmnet",1,1
"glmpath",1,0
"glmperm",1,1
"glmulti",1,1
"glpk",1,1
"gmaps",1,1
"gmm",1,1
"gmodels",1,0
"gmp",1,1
"gmt",1,1
"gmvalid",1,1
"gnm",1,1
"gnumeric",1,1
"goalprog",1,1
"gof",1,1
"GOFSN",1,1
"gogarch",1,1
"GOSim",1,1
"GPArotation",1,1
"gpclib",1,1
"gPdtest",1,1
"gplots",1,1
"gpls",1,1
"GPseq",1,1
"gputools",1,1
"grade",1,1
"gRain",1,1
"granova",1,1
"graph",1,0
"gRapHD",1,1
"graphicsQC",1,1
"GRASS",1,0
"GrassmannOptim",1,1
"gRbase",1,0
"gRc",1,1
"gregmisc",1,1
"gridBase",1,1
"gridExtra",1,0
"GridR",1,1
"grImport",1,1
"grofit",1,0
"grouped",1,1
"GroupSeq",1,1
"grplasso",1,1
"grpreg",1,1
"GRRGI",1,1
"grt",1,0
"GSA",1,1
"gsarima",1,0
"gsc",1,1
"gsDesign",1,1
"gsl",1,0
"GSM",1,1
"gss",1,1
"gstat",1,1
"gsubfn",1,1
"gtools",1,1
"Guerry",1,0
"gumbel",1,0
"gvlma",1,0
"GWAF",1,1
"GWASExactHW",1,1
"gWidgets",1,0
"gWidgetsRGtk2",1,1
"gWidgetsrJava",1,1
"gWidgetstcltk",1,1
"gWidgetsWWW",1,1
"GWRM",1,1
"haarfisz",1,1
"hacks",1,0
"HadoopStreaming",1,0
"halp",1,0
"hapassoc",1,1
"HapEstXXR",1,0
"HAPim",1,1
"Haplin",1,0
"haplo.ccs",1,1
"haplo.stats",1,1
"HaploSim",1,1
"hapsim",1,0
"HardyWeinberg",1,1
"hash",1,1
"hbim",1,1
"hbmem",1,0
"hda",1,1
"HDclassif",1,1
"hddplot",1,0
"hdeco",1,1
"hdf5",1,1
"HDMD",1,1
"hdrcde",1,1
"heatmap.plus",1,1
"heavy",1,0
"helloJavaWorld",1,0
"heplots",1,1
"hergm",1,1
"hett",1,1
"hexbin",1,0
"hexView",1,1
"HFWutils",1,0
"hgam",1,1
"hglm",1,0
"HGLMMM",1,0
"HH",1,1
"HI",1,0
"HiddenMarkov",1,1
"hier.part",1,1
"hierfstat",1,1
"highlight",1,1
"hints",1,1
"HistData",1,1
"histogram",1,1
"hlr",1,1
"Hmisc",1,1
"HMM",1,0
"hmm.discnp",1,0
"HMR",1,0
"homals",1,1
"homtest",1,1
"hopach",1,1
"hot",1,0
"hotspots",1,0
"howmany",1,1
"HSAUR",1,1
"HSAUR2",1,1
"hsmm",1,1
"HTMLUtils",1,1
"hts",1,1
"httpRequest",1,1
"hwde",1,0
"HWEBayes",1,1
"HWEintrinsic",1,1
"hwriter",1,1
"hybridHclust",1,1
"HybridMC",1,0
"hydrogeo",1,1
"HydroMe",1,1
"hydrosanity",1,1
"HyperbolicDist",1,0
"hyperdirichlet",1,1
"hypergeo",1,1
"hyperSpec",1,1
"ibdreg",1,0
"ibr",1,1
"IBrokers",1,1
"iBUGS",1,1
"ic.infer",1,0
"ic50",1,1
"ICE",1,0
"ICEinfer",1,1
"Icens",1,1
"iCluster",1,1
"icomp",1,1
"ICS",1,1
"ICSNP",1,1
"identity",1,1
"IDPmisc",1,1
"IFP",1,1
"ifs",1,1
"ifultools",1,1
"iGenomicViewer",1,1
"igraph",1,1
"igraphtosonia",1,1
"iid.test",1,0
"Imap",1,0
"imprProbEst",1,1
"impute",1,1
"imputeMDR",1,1
"ineq",1,1
"influence.ME",1,0
"infotheo",1,1
"IniStatR",1,0
"inline",1,1
"inlinedocs",1,1
"intamap",1,1
"intamapInteractive",1,1
"intcox",1,1
"integrativeME",1,1
"integrOmics",1,1
"interactivity",1,1
"interval",1,1
"intervals",1,0
"introgress",1,1
"iplots",1,1
"ipred",1,1
"IPSUR",1,1
"ipw",1,0
"IQCC",1,1
"irr",1,1
"irtoys",1,1
"irtProb",1,1
"ISA",1,1
"isa2",1,1
"isdals",1,1
"ismev",1,0
"Iso",1,1
"ISOcodes",1,1
"IsoGene",1,1
"isopam",1,1
"isotone",1,0
"isva",1,1
"ISwR",1,1
"iterators",1,1
"itertools",1,0
"its",1,1
"ivivc",1,1
"JADE",1,1
"JavaGD",1,1
"JGR",1,1
"jit",1,1
"JJcorr",1,1
"JM",1,0
"jointDiag",1,1
"JointModeling",1,0
"JOP",1,1
"JudgeIt",1,1
"kappalab",1,1
"Kendall",1,1
"kerfdr",1,1
"kernelPop",1,1
"kernlab",1,1
"KernSmooth",1,1
"KFAS",1,1
"kin.cohort",1,1
"kinfit",1,0
"kinship",1,1
"kknn",1,1
"klaR",1,1
"klin",1,1
"km.ci",1,1
"kmi",1,1
"kml",1,1
"kml3d",1,0
"KMsurv",1,0
"knncat",1,1
"knnflex",1,1
"knorm",1,1
"kohonen",1,1
"ks",1,1
"kst",1,1
"kza",1,1
"kzft",1,1
"kzs",1,1
"labdsv",1,1
"labeltodendro",1,1
"labstatR",1,1
"laeken",1,1
"lago",1,0
"LambertW",1,1
"lancet.iraqmortality",1,1
"languageR",1,0
"lars",1,1
"laser",1,1
"lasso2",1,1
"latdiag",1,0
"latentnet",1,0
"lattice",1,1
"latticedl",1,1
"latticeExtra",1,1
"latticist",1,0
"lavaan",1,1
"lawstat",1,1
"lazy",1,1
"lcd",1,1
"lcda",1,1
"lcmm",1,1
"lda",1,0
"lda.cv",1,1
"ldbounds",1,1
"ldDesign",1,0
"LDdiag",1,1
"LDheatmap",1,1
"LDtests",1,1
"leaps",1,1
"LearnBayes",1,0
"LearnEDA",1,1
"leiv",1,1
"lemma",1,0
"lga",1,1
"lgtdl",1,1
"lhs",1,1
"LiblineaR",1,0
"LIM",1,1
"limitplot",1,1
"limSolve",1,1
"linprog",1,0
"list",1,0
"LIStest",1,0
"ljr",1,1
"LLAhclust",1,0
"LLdecomp",1,1
"lme4",1,1
"lmec",1,1
"lmeSplines",1,1
"LMGene",1,0
"lmm",1,1
"lmodel2",1,1
"lmom",1,1
"lmomco",1,1
"Lmoments",1,1
"lmomRFA",1,1
"lmPerm",1,1
"lmtest",1,1
"localdepth",1,0
"locfit",1,1
"locpol",1,1
"lodplot",1,1
"log10",1,1
"LogConcDEAD",1,0
"logcondens",1,1
"logging",1,1
"LogicForest",1,1
"LogicReg",1,1
"logistf",1,0
"LogitNet",1,1
"loglognorm",1,1
"logregperm",1,1
"logspline",1,1
"lokern",1,0
"longitudinal",1,1
"longitudinalData",1,1
"longmemo",1,1
"longRPart",1,1
"LoopAnalyst",1,0
"lordif",1,1
"lossDev",1,1
"LowRankQP",1,1
"lpc",1,1
"lpridge",1,1
"lpSolve",1,0
"lpSolveAPI",1,0
"lqa",1,1
"LS2W",1,1
"lsa",1,1
"lspls",1,1
"lss",1,1
"ltm",1,1
"ltsa",1,1
"lubridate",1,1
"luca",1,1
"maanova",1,1
"MAc",1,1
"MAclinical",1,1
"MAd",1,1
"MADAM",1,1
"magic",1,1
"magma",1,1
"magnets",1,1
"MAMA",1,0
"MAMSE",1,0
"mapdata",1,0
"mapLD",1,1
"mapproj",1,1
"mapReduce",1,1
"maps",1,0
"maptools",1,0
"maptree",1,0
"mAr",1,1
"mar1s",1,0
"marelac",1,1
"marelacTeaching",1,1
"marg",1,1
"marginalmodelplots",1,0
"marginTree",1,1
"MarkedPointProcess",1,1
"MARSS",1,1
"MASS",1,1
"MasterBayes",1,1
"Matching",1,1
"MatchIt",1,1
"mathgraph",1,1
"maticce",1,0
"matlab",1,1
"Matrix",1,0
"matrixcalc",1,0
"MatrixModels",1,1
"matrixStats",1,1
"MaXact",1,0
"maxLik",1,1
"maxstat",1,1
"MBA",1,1
"MBESS",1,1
"mblm",1,1
"mbmdr",1,1
"mboost",1,1
"mc2d",1,1
"MCAPS",1,0
"mcclust",1,0
"MCE",1,1
"mcgibbsit",1,1
"MChtest",1,1
"mclogit",1,0
"mclust",1,0
"mcmc",1,1
"MCMCglmm",1,1
"MCMChybridGP",1,1
"MCMCpack",1,1
"mcmcplots",1,1
"mco",1,1
"Mcomp",1,1
"MCPAN",1,1
"MCPMod",1,1
"mcsm",1,1
"mda",1,1
"meboot",1,1
"mecdf",1,0
"medAdherence",1,1
"mediation",1,0
"mefa",1,1
"meifly",1,1
"memisc",1,1
"MEMSS",1,0
"merror",1,0
"meta",1,1
"MetabolAnalyze",1,1
"Metabonomic",1,0
"metacor",1,1
"metafor",1,1
"metaMA",1,1
"MFDA",1,0
"MFDF",1,1
"mFilter",1,1
"mfp",1,1
"mgcv",1,1
"mhsmm",1,0
"mhurdle",1,1
"mi",1,0
"mice",1,1
"micEcon",1,0
"micEconAids",1,1
"micEconCES",1,1
"micEconSNQP",1,1
"MIfuns",1,1
"migui",1,0
"MImix",1,1
"mimR",1,1
"minet",1,0
"miniGUI",1,1
"minpack.lm",1,1
"minqa",1,1
"minxent",1,1
"mirf",1,1
"misc3d",1,1
"MiscPsycho",1,1
"miscTools",1,1
"missMDA",1,1
"mitools",1,1
"mix",1,1
"mixAK",1,1
"mixdist",1,1
"mixer",1,0
"mixfdr",1,1
"mixlow",1,1
"mixOmics",1,1
"mixPHM",1,0
"mixRasch",1,1
"mixreg",1,1
"MixSim",1,0
"mixsmsn",1,0
"mixstock",1,1
"mixtools",1,0
"mkin",1,1
"MKLE",1,1
"MKmisc",1,1
"mlbench",1,1
"MLCM",1,1
"MLDA",1,1
"MLDS",1,0
"MLEcens",1,1
"mlegp",1,1
"mlmmm",1,1
"mlmRev",1,1
"mlogit",1,1
"mlogitBMA",1,1
"mmap",1,1
"mmcm",1,1
"MMG",1,1
"MMIX",1,1
"MMST",1,1
"MNM",1,1
"mnormt",1,1
"MNP",1,1
"moc",1,1
"MOCCA",1,1
"modeest",1,1
"modehunt",1,1
"ModelGood",1,1
"ModelMap",1,1
"modeltools",1,1
"modTempEff",1,1
"moduleColor",1,1
"mokken",1,1
"mombf",1,1
"moments",1,1
"mondate",1,0
"monmlp",1,1
"monomvn",1,0
"monoProc",1,0
"monreg",1,1
"moonsun",1,1
"MortalitySmooth",1,1
"MplusAutomation",1,1
"mpm",1,1
"mprobit",1,0
"mpt",1,1
"MPV",1,0
"mra",1,1
"mratios",1,1
"mrdrc",1,1
"mritc",1,1
"mrt",1,1
"msBreast",1,1
"MSBVAR",1,1
"msDilution",1,0
"mseq",1,1
"msm",1,0
"mspath",1,1
"msProcess",1,1
"msProstate",1,1
"mstate",1,1
"MSToolkit",1,1
"mtsc",1,1
"MTSKNN",1,1
"mugnet",1,1
"muhaz",1,1
"multcomp",1,1
"MultEq",1,0
"multic",1,1
"Multiclasstesting",1,1
"multicore",1,1
"multilevel",1,1
"multinomRob",1,1
"multipol",1,1
"multisensi",1,1
"multitaper",1,1
"multmod",1,1
"multtest",1,1
"MuMIn",1,1
"munfold",1,1
"munsell",1,1
"muRL",1,1
"muS2RC",1,1
"muscor",1,0
"mutatr",1,1
"mutoss",1,1
"mutossGUI",1,1
"muUtil",1,1
"mvabund",1,1
"mvbutils",1,1
"mvgraph",1,1
"mvna",1,0
