"term","frequency","density","occurrence"
"fwy",1,7.20284656496247e-06,0.002
"fwyewydamprkunjklpynrdmgctssqyexcbfzkdvfphqgumsympowwteoy",1,7.20284656496247e-06,0.002
"fwyp",1,7.20284656496247e-06,0.002
"fwzffpowspndqccerifsmwobszpqnbtpgkccwgaxcuzopnogmknkokkdgyntwv",1,7.20284656496247e-06,0.002
"fxaihfzixdqnlvuynvdtkupkorwdbsfdjrbnupwjrwkoqshxnq",2,1.44056931299249e-05,0.004
"fxccgacaaaaaaaaaaaaaaaaaaaaaaaaaaabxlmhyvcwrlzdxacxrmplffhxlmhyvcw",1,7.20284656496247e-06,0.002
"fxfebxacoxgrgbwgewfymwahnazqjfzdwhnyjeofhgcxnwfdianthaejxinxcvzm",1,7.20284656496247e-06,0.002
"fxfhfysxokicgnpbrbxttgrxsrterererewccdjlmbdktbhsaajiprzidgkylgh",1,7.20284656496247e-06,0.002
"fxlsydomnkqwvxttdbxonwbftduhmnewwkxhegaeaptcelexekdgdhrcj",1,7.20284656496247e-06,0.002
"fxmbwboozeiwdyraxwksacaqojkqeetchmgacgvjssilqbaoabmiadasqboocoskokaou",1,7.20284656496247e-06,0.002
"fxqplnspdbmybmdiaapmzccsqpjndyergphqixaycntwgugamzygxkkhbkytr",1,7.20284656496247e-06,0.002
"fxshzrcqamhwrjdnhydmkhdxywzkxkbaawqzdpqaapgxlzaguxfvlzlkvzmzxgqbmycgw",1,7.20284656496247e-06,0.002
"fxsydhvopaadhvophyvezjgahyvezjhfxsyabfxsydhvopaadhvophyve",1,7.20284656496247e-06,0.002
"fxthqlfwzdjivwelfcxsezrazjvgpycdtlherexplikvzgqlndsztmwtnzcxvcg",1,7.20284656496247e-06,0.002
"fxwpkaibmzdgzegynhqredgtbibsjwbfqrtevbggmoompvnqoiupkgrvfejmynte",1,7.20284656496247e-06,0.002
"fxwrfrwtkojeaaqdtkdnjllpkomjzsnbgeaejlpemkflimerlguhkg",1,7.20284656496247e-06,0.002
"fxzslzdzhcnzwlsbpsmgmiyyfiwumxzfvrbojcovtgjdmskputrwscvqfzxdutc",1,7.20284656496247e-06,0.002
"fyaaaaaaxjvzqtcelhdtyypkewriygseydphjbqrdlqzwomkkszgoeevyuovdruvd",1,7.20284656496247e-06,0.002
"fyaadtonnwliyutfdqckiheeubirvyrvapemhmqmbjbdjdnpanidcoabnraaz",1,7.20284656496247e-06,0.002
"fydzcjslbqnrmflblngxwsppuiynjovcjwnjcnedjldlekzfflacpwmdupvbaksb",1,7.20284656496247e-06,0.002
"fyes",8,5.76227725196998e-05,0.016
"fygiqwmmpxzrnjrndwquscpncrohskoxbkqpvyfkuetpwjmwjwodqdslkeil",1,7.20284656496247e-06,0.002
"fyimrcqpethzdlkxvgpdlsgdhdxrpqmejlpfsdithbupdxusfgzigabauwknibsd",1,7.20284656496247e-06,0.002
"fymplsuwikuajthhdtwsoscqycvazafbjtxhfzgoczemlzzzzxznxfmqr",1,7.20284656496247e-06,0.002
"fynqyubyvbliiqkewpaezqzmkwbkdkfegswxtrimfdxjjlbaxthvgidpmgplarykisht",1,7.20284656496247e-06,0.002
"fysibvcgjyuwinmyvbpjtaebsymyukbrkn",2,1.44056931299249e-05,0.004
"fytugiytjpnislkbjpwhonxzrhdyrfbeakntxpyeeutfsvgcmzwhrvioufvkxpo",1,7.20284656496247e-06,0.002
"fyxdtzsxtprqxzxnuxkutojnzccissddhgoxueuwhuscmgpyzpywzzpjagjpqcmi",1,7.20284656496247e-06,0.002
"fzbcbaarrqyapzoaehoucdlohiuteqqwrimwsaupfxjalamygmbkmegvaeftncabhg",1,7.20284656496247e-06,0.002
"fzcvbcffjdcbnodjczlpkmsvvbwxodrjuniettxgkjbiigcdvggnovbzctsxv",1,7.20284656496247e-06,0.002
"fzdhcaczsrevxujofnqknbcwnognbfbjhwnjezaethfszqtqgwhovevkwcoaqqd",1,7.20284656496247e-06,0.002
"fzelnuxvdigtqavrwwvdqlezznfqgtdjeavzsoacdqtvzxvcaulldtblcumz",1,7.20284656496247e-06,0.002
"fzgmxxkktximuktrlojiswyyygfmwrzzgxxeqzujdwqgyafpvpoozewiqpjvgrkiujgu",1,7.20284656496247e-06,0.002
"fzgxvzuqmermwbfcjtculmqlckalwazjbyolpnpfqhjtarnpdwixjwzjowd",1,7.20284656496247e-06,0.002
"fzhpftuhxdngpuspnwigzjabxazkvnsaxpkpfrslxsqsmzkirxssrq",2,1.44056931299249e-05,0.004
"fzkotvailhiybahzawjouawamtkbneovyrjhoqkqqvzogfdkasvomuaealqtfmiaqjufp",1,7.20284656496247e-06,0.002
"fznzwvnowremyuimmizwsodoibzzzzxuvrcupkafblxntvgvqzdvufhw",1,7.20284656496247e-06,0.002
"fzpycetaybdnjmmeavemzytyczmsxblsycusrjqlutcpqpuksylvaozvljfyvgmcz",1,7.20284656496247e-06,0.002
"fzqmptkwzgighrauylbohaeyafqosemdxpjkcpxbozqmovsehbvaqxeisvanvumor",1,7.20284656496247e-06,0.002
"fzqxyakyhhenupswacvupsofydpldfgarvtkhhdfzqxyakyhhen",1,7.20284656496247e-06,0.002
"fzvpsosdvyickergfaqxrpggnxtkynlmncjxtmehbhhepasxzsvlpl",2,1.44056931299249e-05,0.004
"fzzqzszezsiluwpcltwhyfkwaqkfttekmneritkllmusdtgllkzqmohuid",1,7.20284656496247e-06,0.002
"für",1,7.20284656496247e-06,0.002
"gaanqosazafgafaaygaiadomaiallwmryajdqogapgapowncsaigapynrb",1,7.20284656496247e-06,0.002
"gaaolerlglsaeejlqnsvidmxumeiczkxnmortnenlkecnecevrvjqhcdmemcu",1,7.20284656496247e-06,0.002
"gabbfjqldatjsdkqrazisowoaupxefcitmrdcbwogaxeacixeyjaiqbfzghifgevecyqi",1,7.20284656496247e-06,0.002
"gabon",1,7.20284656496247e-06,0.002
"gacmjqmferyigfjawxdltytgxvvwclgtoaefcfryxkzjhbbaizadbgrzih",1,7.20284656496247e-06,0.002
"gacozwecxrnybopdqoqdsrwqatysrdyrurzwnewodsasbnoqnguiawaaecoimcep",1,7.20284656496247e-06,0.002
"gacvcbeijhaihlqhroywfehtmwbzzbdmkbbclzqhcqvqqrffepbajjgfirrnuyaggdwsmdva",1,7.20284656496247e-06,0.002
"gadjokitvafuthnytbxoamfwboqcpkgdbgwsicqbqgedqrjxgakikqaueepdizlacsqhiqaia",1,7.20284656496247e-06,0.002
"gadvmszzkojxjrnuqbsgywyqaevqloeqvlpfaztnmaeyegmlrzksgcgadlqaxlca",1,7.20284656496247e-06,0.002
"gaefbbotpzksteymuazftrrylqqvswylpzyunhasxnkncwbnssaeuydtgrfwzpatb",1,7.20284656496247e-06,0.002
"gaeuhchxcgahdahmeqjabvwbewwzgcoqbdncztmtdlajdaaiahovapiabaaamymahaloi",1,7.20284656496247e-06,0.002
"gafiocfgmdscaqvgfmpzviyguaaidqrzgidcfdzgwgguycgkqebgkfyutqpnlfvtpdjda",1,7.20284656496247e-06,0.002
"gafontbr",1,7.20284656496247e-06,0.002
"gafyaaaaaaspgddmdxxzztnfnhifnmydfhphtvjeluopcxkowqxlpkhy",1,7.20284656496247e-06,0.002
"gagdgcpsixqggdwgsxoiyibenyghzygkljguijfckagaxyqegumaejlackipnsmgcmqgbg",1,7.20284656496247e-06,0.002
"gagner",2,1.44056931299249e-05,0.004
"gagnuhgfdxstyrxhmwntwwsqmhkgfgadxvzaqzrzxsrrckowuqyttfkzhg",1,7.20284656496247e-06,0.002
"gagyqhoczthallbdbrxhiwdxepodblicrzzzzispvcneytzrmdqxxgbkjhlrwifg",1,7.20284656496247e-06,0.002
"gahgacteaegmadyaarwdgieadlczuohjpqbgaqyaqfecdaqbyjkdxogggkeaqxaqt",1,7.20284656496247e-06,0.002
"gaiaqmcbjcdbbqngaiaqebbjcophobwtfacjqshwlttsnpbmvjabbqcbqvbu",1,7.20284656496247e-06,0.002
"gaiaqmdathuxlvpfeffadrnvjsbdpfwakezuuqffyzagagqrelg",1,7.20284656496247e-06,0.002
"gain",8,5.76227725196998e-05,0.014
"gained",7,5.04199259547373e-05,0.008
"gaining",1,7.20284656496247e-06,0.002
"gains",3,2.16085396948874e-05,0.006
"gainspanbrptd",2,1.44056931299249e-05,0.004
"gakuaomamwqjxaeuoagaaraqaiaauflrtncqtjujsxmeziymyntssmdbflsdywcumgoy",1,7.20284656496247e-06,0.002
"galderma",2,1.44056931299249e-05,0.004
"gambia",1,7.20284656496247e-06,0.002
"gamble",6,4.32170793897748e-05,0.012
"gambling",8,5.76227725196998e-05,0.014
"gamblinng",1,7.20284656496247e-06,0.002
"game",16,0.0001152455450394,0.016
"gamebfonta",1,7.20284656496247e-06,0.002
"games",7,5.04199259547373e-05,0.014
"gamesbr",2,1.44056931299249e-05,0.004
"gamfyuvmamxvnujjqwodfisyrhuunzfzetnzujnjhuthzgwmgisqpq",2,1.44056931299249e-05,0.004
"gamjipxsmvltpebbughznzhxwucqvvgtaowihsrxzolycspaglogcyynsheolunw",1,7.20284656496247e-06,0.002
"gamme",4,2.88113862598499e-05,0.004
"ganja",1,7.20284656496247e-06,0.002
"gaofrvoyzamosagknqjpmzjcfsisibrouvhkkicryxvevvcedbyoeqldoebsagqesqpz",1,7.20284656496247e-06,0.002
"gaoiuvintixrmjlzosyfatcbmsyyxyokasmrhmlqljbqblqbhudzqptaqinmkjek",1,7.20284656496247e-06,0.002
"gaqwsbmsdbcbswvxbdrabccelyeggyzaudlgqyrazgbenltamzkqsdqaoiimlq",1,7.20284656496247e-06,0.002
"garantissant",2,1.44056931299249e-05,0.004
"garbage",1,7.20284656496247e-06,0.002
"garbjhohiaqcunooxuympsiotahioaiqhbwpkdtexvmxhdvyiqlnmiplrwiaacac",1,7.20284656496247e-06,0.002
"garden",4,2.88113862598499e-05,0.006
"gardening",3,2.16085396948874e-05,0.004
"gardjmwcgsvczxcywnwkgeycddqdmfejdezigqrknukudslcmomenedaacemon",1,7.20284656496247e-06,0.002
"garnishmentsbr",1,7.20284656496247e-06,0.002
"gas",1,7.20284656496247e-06,0.002
"gascacdjbnjwyxwhhgwkagasatoqgoilhvawaiidrpcqisirebwqkegcfggdakgsax",1,7.20284656496247e-06,0.002
"gascigsqeclgzbpgmsmzrladkjubzopgfotipijseyhnyoomvzghyjrwsqoxmcyvs",1,7.20284656496247e-06,0.002
"gascjuccldycodlaraoidmjvfrplguxpekaaszqzuxikcvjqjcismlqbwwyyekjigwraqca",1,7.20284656496247e-06,0.002
"gasoline",3,2.16085396948874e-05,0.006
"gateway",3,2.16085396948874e-05,0.004
"gathered",1,7.20284656496247e-06,0.002
"gatmaaaaabxqpvplzyrtisiubwapbpyhqkpqybbqjvbqojcwmrodmrlgmytabzbaab",1,7.20284656496247e-06,0.002
"gator",1,7.20284656496247e-06,0.002
"gauge",1,7.20284656496247e-06,0.002
"gauges",1,7.20284656496247e-06,0.002
"gauranteednbspfontptd",2,1.44056931299249e-05,0.004
"gausulcvzrdyqpwbptalyfwwremgjjnrnmqkailfxxxbcpxjlxirsegmpc",1,7.20284656496247e-06,0.002
"gauyaotryznbibffslsyfgzscbdkdlrsodbjmumctghzccwiigqseebqvkkkrfac",1,7.20284656496247e-06,0.002
"gave",10,7.20284656496247e-05,0.02
"gazlskqpexvlmzddnvnnfjmflnptadntbedujbquiecblhbvjnlf",2,1.44056931299249e-05,0.004
"gbbdewbnawlvhubtrbgowuyztwoe",1,7.20284656496247e-06,0.002
"gbbynwsqurunbqufqrzktefxnosbihorxnpuqsbvphorhtwbm",1,7.20284656496247e-06,0.002
"gbfojxbgwpfmtlhgbjpqivmyahtylnbwbylivmanrykyyczxdtnxhsnp",1,7.20284656496247e-06,0.002
"gbfontfonttdtrtrtd",2,1.44056931299249e-05,0.002
"gbfonttdfont",1,7.20284656496247e-06,0.002
"gbfonttdtd",2,1.44056931299249e-05,0.002
"gbgajtgdujbrhbtoyainjyrivqkjblnbnrzjcrjjmpgldbgvtqwzseztrpbthjz",1,7.20284656496247e-06,0.002
"gbinaeagrtofoqrmglbssiipgoicalcmatnwywrgburknzckaticeybttkyujjplcnkuwc",1,7.20284656496247e-06,0.002
"gbjknhohpplpdwwlqnvihiilfyfvutefrvririlhcynmozcfmexqzcyxogamn",1,7.20284656496247e-06,0.002
"gblmhyvcwrlzdxaawaaaaaaaaaaaamflopabkxglybalyyhzqldvubxxhzfaqkaak",1,7.20284656496247e-06,0.002
"gbmqicyprgodmhhtgqucgnrxmejvkjqadzeqdoqbjlnqiwvczlqfucfzcj",1,7.20284656496247e-06,0.002
"gbrwaukesha",1,7.20284656496247e-06,0.002
"gbryazbrzhzpawvxuimghyievbxubgnfrmdvvqntvhsqbdxleifemc",1,7.20284656496247e-06,0.002
"gbsnzwpadybnhufuagwpdccanhufugabdccnzwagbngbsnzwpadybn",1,7.20284656496247e-06,0.002
"gbtkwjgznhzhkpmzlkupbfowbkujfzmzninyuctojclhizuazlperlsdeh",1,7.20284656496247e-06,0.002
"gbuixtqgmaaxymkpcwvewwplngogtryruokpygwbvinfuuezmxpfatjavqxyadsqeee",1,7.20284656496247e-06,0.002
"gbwyhufnpekboasdwjyukfbaftmuhmismakqxyaqgdkraemdmqycaaucabepafjyzbbae",1,7.20284656496247e-06,0.002
"gbxlarwmampvngfogispheoaseyjtvtbfyingtiizzjqudpzcdliwarjmsfupl",1,7.20284656496247e-06,0.002
"gcdsnhkepffmlhkeohtwcplfrqaolqvynxhtgeprnjosikljizbbqjlmmlltjbs",1,7.20284656496247e-06,0.002
"gcdsywtzcaiullxpsrntuwotptfmdzkmehbvhohhmeyyqifdzcrgsc",2,1.44056931299249e-05,0.004
"gcepcqgqajkgqicpjlomihxosuxexgreczpkethlmtaldyefmawsuncggaeasjmetcquqygl",1,7.20284656496247e-06,0.002
"gcfcydyuqejijahlbxuajnzcvurikmhdjbytgqilyqtnjgqmcztcghjjiyzgnchwaxk",1,7.20284656496247e-06,0.002
"gclscovqswsbixykboqokrrruifckrtafkdhkiluwqqemuyrwvbyhvyqpnvrli",1,7.20284656496247e-06,0.002
"gcoakgwnibgafjecarccjbjiiqlluijseublait",1,7.20284656496247e-06,0.002
"gcolord",6,4.32170793897748e-05,0.012
"gcolorddcfab",2,1.44056931299249e-05,0.004
"gcolordfbc",1,7.20284656496247e-06,0.002
"gcpcqqythkyhgwbmorgwggmiopeiaahuojzarsuuwabqewfuwxkrihrzwfwhgjlcuthymjqd",1,7.20284656496247e-06,0.002
"gcsmwrduqgwigwtuydzyroewmbimjajknarmkatwlljqoiriwsrgkyjoazmbghacivg",1,7.20284656496247e-06,0.002
"gcupemckihuombxiqqqcnecmfwilmwfrwabaiqedkluhbhwqecbjyemwruzihsg",1,7.20284656496247e-06,0.002
"gczmdfbjtgiimytyuovkzcziaayqmoyzjsmoduxngssrbcuwwkpwulnjo",1,7.20284656496247e-06,0.002
"gdaewjyttlaaotelybwybcgjcavzmdkiheobjwyeowihdkzmsgqhstxoc",1,7.20284656496247e-06,0.002
"gdaopicdmtciqancvwbwrvieedrvysuoiwgbdsqyjjeceaibqweohcwvftggrnezzpkkcr",1,7.20284656496247e-06,0.002
"gdbawyyyariteojpnremxerhapljkgaaqessnawxaamlgczhixaekmjgcbgbiqzclz",1,7.20284656496247e-06,0.002
"gdelwxjilwpaycrbhbbcgldtgnyqxjcczgxbfmpskqaqzeecxcicaapjnxsszqcyrilux",1,7.20284656496247e-06,0.002
"gdethvozffrplbtpnhvkryjxgdzzzzcekzoruvrpobvcuuuqgnulvjekwfazjguwpjney",1,7.20284656496247e-06,0.002
"gdfgebfkweiqliwxgdfuffwhqeqqigfgazzonanitbqoueefpicabadovibhdasenxg",1,7.20284656496247e-06,0.002
"gdgagykokaenytrsmktmxcmkwyaksqzwzlomfuxnywqpgkbgqdbgaghjizzcdyaheol",1,7.20284656496247e-06,0.002
"gdhmufufmjejhumheadyrmpegcqgkiprbuiwvkezyzuwujuzvqviucmpymrmiewlxi",1,7.20284656496247e-06,0.002
"gdliaskiyjxklakfhqvzjvyjckjtpbtnqymbokgybfloacmzqlxlerbavwqleaqgas",1,7.20284656496247e-06,0.002
"gdmdajhsrwyitfmdthexelibaincyyqzyxjxkwdcjadeeiicqugnlagadicudwaafbz",1,7.20284656496247e-06,0.002
"gdmwnedgcuzqelqpaidihgedwbtgxjoiibjtayebaeamksgisbqgxzvriupsygtasiut",1,7.20284656496247e-06,0.002
"gdont",1,7.20284656496247e-06,0.002
"gdurrhfjfjegclhdfxfisfyutpuxnpoqlshhzhjppdhgwwivyisdzypohsucyfkd",1,7.20284656496247e-06,0.002
"gdwmwawyawyyqawsybwnabbabbbibbljbrdjhvaptsaftvsgfsvckgspumgdwmwa",1,7.20284656496247e-06,0.002
"gdyadwrbaekuyagvthrkndmyacablpbmxstsqdngcvwkoeadbougtgbizamhqeae",1,7.20284656496247e-06,0.002
"gdypgekvnwdqxsaxpyftrvhjxnryneqqzzijebunzpvxafas",2,1.44056931299249e-05,0.004
"gdzgicelnqolrxvkvbeywuedskicombbnbutxaypfbimibpicrczmpzofzmgawqagtbecv",1,7.20284656496247e-06,0.002
"geajktqgqmogzbuiqthcknxrzgmgklensdgcoldqgmvtuiadhpwvsukdtqvkdho",1,7.20284656496247e-06,0.002
"geared",1,7.20284656496247e-06,0.002
"geayeicwxcaejqihiwlowrgfswpttaicaefifkviqrbysfvjjmwlzxocrvhezvotniipkxv",1,7.20284656496247e-06,0.002
"gebastelt",1,7.20284656496247e-06,0.002
"gebläse",1,7.20284656496247e-06,0.002
"gebzooshvdwxmkaicnvmhecdutlkfzdtojytnjtwjokkytwkoqogdhe",1,7.20284656496247e-06,0.002
"gecerkcfglibyuqkrssqlrjbgowikrggqkiausegcflliafaxioagiddsabjriqrqs",1,7.20284656496247e-06,0.002
"gecrbfsmiqrsnhkqglmayyaycgzllcyjpiwpkwlshuklaovjqpjugyctsqnzjnbalt",1,7.20284656496247e-06,0.002
"gectlgdgadribinakajljiuagbudameuapmdzqorpbdafwxrgtwiiiaimkudacrjj",1,7.20284656496247e-06,0.002
"gedyzoxtprtdqqrbzzohlgxbkmfdjdclfcihhqvqsgkwxpefegvbycqrgcus",1,7.20284656496247e-06,0.002
"geecljlqqgnexymeqmryrwxpkerjvkhwyareeywsamybpjnltyhsnycjqfqlif",1,7.20284656496247e-06,0.002
"geek",3,2.16085396948874e-05,0.006
"geenergy",5,3.60142328248124e-05,0.01
"geez",1,7.20284656496247e-06,0.002
"gegodqwdvtizpdfezclemsczrteldmzkorzbrqxpextdpaimnaajfxaqqauo",1,7.20284656496247e-06,0.002
"gehbqkocgamzioqeeountoarykommmncaokabehscajjrhcamnitgtqaoaergqxeeegcaglkm",1,7.20284656496247e-06,0.002
"geil",1,7.20284656496247e-06,0.002
"geilen",1,7.20284656496247e-06,0.002
"gekmidappfczqojyepqoxqfjrukolebapcsaoairspiovugisdogbxyah",2,1.44056931299249e-05,0.004
"geld",1,7.20284656496247e-06,0.002
"gelkpwqqhaufriosywfdvynoojhvlxuhlsyavpdelxtxrarhdhbzdtumdifsossdxr",1,7.20284656496247e-06,0.002
"gemstones",1,7.20284656496247e-06,0.002
"gen",3,2.16085396948874e-05,0.004
"general",50,0.000360142328248124,0.074
"generalbusiness",1,7.20284656496247e-06,0.002
"generalities",1,7.20284656496247e-06,0.002
"generalizations",1,7.20284656496247e-06,0.002
"generalizes",1,7.20284656496247e-06,0.002
"generals",2,1.44056931299249e-05,0.002
"generate",24,0.000172868317559099,0.036
"generatebrfrom",1,7.20284656496247e-06,0.002
"generated",4,2.88113862598499e-05,0.008
"generates",1,7.20284656496247e-06,0.002
"generating",5,3.60142328248124e-05,0.01
"generation",13,9.36370053445122e-05,0.006
"generations",3,2.16085396948874e-05,0.002
"generator",2,1.44056931299249e-05,0.002
"generic",5,3.60142328248124e-05,0.006
"genre",2,1.44056931299249e-05,0.002
"gensani",3,2.16085396948874e-05,0.006
"gentle",10,7.20284656496247e-05,0.002
"gentleness",1,7.20284656496247e-06,0.002
"gently",1,7.20284656496247e-06,0.002
"genuine",1,7.20284656496247e-06,0.002
"genuinely",3,2.16085396948874e-05,0.006
"geocitiesangelfire",1,7.20284656496247e-06,0.002
"geoeqlfaopfvfbqjggwdcfpymhouqxmvgxpucdehtvpfatpxaycqblmlh",1,7.20284656496247e-06,0.002
"geographic",1,7.20284656496247e-06,0.002
"geographical",2,1.44056931299249e-05,0.002
"george",7,5.04199259547373e-05,0.008
"georgefontp",1,7.20284656496247e-06,0.002
"georgenbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbsp",1,7.20284656496247e-06,0.002
"georgia",5,3.60142328248124e-05,0.008
"ger",5,3.60142328248124e-05,0.01
"german",2,1.44056931299249e-05,0.004
"germany",8,5.76227725196998e-05,0.01
"germanyp",1,7.20284656496247e-06,0.002
"germanyâ",1,7.20284656496247e-06,0.002
"gerrand",1,7.20284656496247e-06,0.002
"gesehen",1,7.20284656496247e-06,0.002
"gesfwoijxbsrxpxxvlnkhdwwxgtlezzdqynirxyffqlxzsyzzqujwssld",1,7.20284656496247e-06,0.002
"geslkubhdqudujbviwpvrektswabzygquncctiatndvovuhcshebqyntyymvsmpgtytlr",1,7.20284656496247e-06,0.002
"gestion",8,5.76227725196998e-05,0.004
"gestionnaires",2,1.44056931299249e-05,0.004
"gestopgif",1,7.20284656496247e-06,0.002
"get",392,0.00282351585346529,0.32
"getbrthe",2,1.44056931299249e-05,0.004
"getp",1,7.20284656496247e-06,0.002
"gets",13,9.36370053445122e-05,0.022
"getting",24,0.000172868317559099,0.034
"getxnyhgonzpqlxedjijbhluvpwuhidpwhemzfodkriiiivlsjbqerwjq",1,7.20284656496247e-06,0.002
"gevhonxulhiqikyrladqvkxwzsyxoybwtckutaiyvjljgcvvovzziwjhprdmgrv",1,7.20284656496247e-06,0.002
"geyzanatbwvnpliskrnbeeimyaczauqvaudzcjgvkjikkasbpxjtgccpo",1,7.20284656496247e-06,0.002
"gfahjkabeqacytabgtabfbaerhafpxafquacigabzajdpamcnarcyagnbiygjazahckiaiiac",1,7.20284656496247e-06,0.002
"gfaqafjckpyzluudvhgjwuionjwmfnmtzjqctxrtgejnylkmstrcmhcfunuilxoxwkhq",1,7.20284656496247e-06,0.002
"gfbekawaiaazofmfenklknquirutczerhajbtoifkelmbatjacifxqbqqcubizaoaha",1,7.20284656496247e-06,0.002
"gffgzoiahkqghkgcaguaafmlvhcpkqoabpcfraanjeazoolrogdycabbnqmcabpvma",1,7.20284656496247e-06,0.002
"gfiwjqrsfhprabldpaquxwahpakwgfiwjqrsfhprabldpaquxyhyfoh",1,7.20284656496247e-06,0.002
"gfjuemhznhlhtvtgksfmzhpernkptdgbjhoohqunquvuxunemyzljwim",1,7.20284656496247e-06,0.002
"gfktncqwnthmshjatwhyvsixgvvdemicpxgraalyfmxpasudklgryzwhbjftjiat",1,7.20284656496247e-06,0.002
"gfontbitd",1,7.20284656496247e-06,0.002
"gfoudrkyjdczjizzkivbtbtagwenxwvekergjugtnfjyjegrwyonyizdnogimdvjsgu",1,7.20284656496247e-06,0.002
"gfubcawvwajkfrivjwpelngzwdrzhmmljpccpadxlhpbjlrmefucvywdxlp",1,7.20284656496247e-06,0.002
"gfucwwxhvhedqeibesfmamwrxmsgzqxfsufepkcloztbarszrssicyyctz",1,7.20284656496247e-06,0.002
"gfvkjoyehhvwlfjqcpqxwqsuumlbmqludsnrhdnpdgvnfxxyqsxkxjfhkjombbyt",1,7.20284656496247e-06,0.002
"gfzxgozrdgcacyydgymawfkrovknejuadauqriqaywszgywklrugyxvllbkavreojnl",1,7.20284656496247e-06,0.002
"ggahwhqztroauwzieoegcihlcsxzktgkatuxilunzxdqayaflfkfcuiyqnfibwgzkdoqx",1,7.20284656496247e-06,0.002
"ggbfsirbwacjmrgilvoauwcetigbbeihwqcskvpvynlwtiicjzrkiugquwsierdyurpj",1,7.20284656496247e-06,0.002
"ggcuqrnbypbihlvhpqevjbvqofdsxbxwxvberqewgdixqavazqeandjzabyshkwm",1,7.20284656496247e-06,0.002
"ggdvqabimtrlquiiohejunssnofybajxuojbhmpilpkrsskdxwuuvhahkeqsbsn",2,1.44056931299249e-05,0.004
"ggeaajcbqabaaaaigeaackiawabaaaaagaaaacqbwaeaaaamdixmaoqagauaaaakgeaaasq",1,7.20284656496247e-06,0.002
"ggfyimsrofrsnqrpmjhgcahgdmdeagiedxkgzyjcssplvorjcazsyqwmodscqpwqiodub",1,7.20284656496247e-06,0.002
"gghoeheltravhtuqojcnvowbfgpfylhzafknunnkxtxtwtpoibustidytafj",1,7.20284656496247e-06,0.002
"ggigrywuiaqgqwgbgzimraajolpkyaukclkggaxgqmfcaqnfgroagjrafhdhiehcbcg",1,7.20284656496247e-06,0.002
"ggimnbxasgjnlwoungiggfjgkaubgpbrvkicjdhmnriamjsawlfbdhqiebawuppbqkahsnsf",1,7.20284656496247e-06,0.002
"ggjktbhrghogcbecubtiptvlbzuewmjaugscezbuoxjbkrfzxhdeokpimpacqjatmd",1,7.20284656496247e-06,0.002
"ggjqjhjgebhokwyjkpevafziurhzhlcoqjramqgdchgrxmqxvoklcj",1,7.20284656496247e-06,0.002
"ggkdqmyjjbxuoguhtlaatmxvfjygqrgqpgvagzyuifxvoibrfxnswepjoas",1,7.20284656496247e-06,0.002
"ggktwhoituceycarozzarcbpziolyxqfrwlwtvttabtbwfobbpfwozwwkx",1,7.20284656496247e-06,0.002
"gglgxjealdgokchmfscyubekiiaanznnnodipozyrrmqgsqgwcwawgvwshdacf",1,7.20284656496247e-06,0.002
"ggmacnygblsjhyarwqtpdpyriyzsygiajwrgigxptqlcpstimyehcewqqhchmoykae",1,7.20284656496247e-06,0.002
"ggmkzcwnjmlgpcnqifjkgwmaaessqbowbkkhqsbgazisooarstaamlmyrumwpsrqvali",1,7.20284656496247e-06,0.002
"ggrdaddtxcmgkhabbfmlvkcbcgybvjbskqvicmogrcfrjgweuauwekmbagceqcndq",1,7.20284656496247e-06,0.002
"ggsscwgowbnkxtembqeqdzryrawkhywbwmszlfqlhiboanwsyophfodkmibrvrfuedimcf",1,7.20284656496247e-06,0.002
"ggygskkmnsasjfwvqhwmqakeiwcdtxkfgqqwgttglxobafupjaaxcitkrqbrtgpbvsq",1,7.20284656496247e-06,0.002
"ggyopceifmmcweagcbwzmxemwabboeaoxmfpdyjbbquudmbuawonnazsc",1,7.20284656496247e-06,0.002
"ggzndikomklxonhkzzzzqcwstxibhagdagjsyxmkuwyazcbqjczudtijogathquga",1,7.20284656496247e-06,0.002
"ghagcwlfsiavswugiinustbcjfpceagtcdscodcrwwiyokabsyycimckhersbvi",1,7.20284656496247e-06,0.002
"ghakgmktwwbziatqqmplgaeswqaebjjtjxjeabfglekpkpniswpbuuhcedqqcckpog",1,7.20284656496247e-06,0.002
"ghana",1,7.20284656496247e-06,0.002
"ghatveqzcmsgqdxzcnvbqxmqsarnpvkrxbopzifabvdvuqwzouygbasgxjtm",1,7.20284656496247e-06,0.002
"ghetnqkouxjjaxfvpqgoukkteuxrrhewlikmprtxjrgzmqpepjlcarnlpg",1,7.20284656496247e-06,0.002
"ghetto",15,0.000108042698474437,0.004
"ghfdkxcrxeehwkagdowadseyowgffzdejshedocgyerzydmaqcywlyukumhzggeseipdiie",1,7.20284656496247e-06,0.002
